baseline,seed,num_agents,success,success_rate,solver,failure_reason,instance_makespan,lower_bound_steps,lower_bound_distance,makespan_over_lower_bound,sum_of_costs,waiting_time_agent_steps,throughput_tasks_per_1000_steps,conflicts_total,elapsed_assignment_s,elapsed_planner_s,elapsed_s,starts_json,goals_json,diagnostics_json
prioritized_planning_default_order,0,10,True,1.0,prioritized_graph_astar,,85,85,75900.0,1.0,627,223,117.6470588235294,0,0.0,0.01379300000553485,0.01379300000553485,"{""agv_0"": ""2844"", ""agv_1"": ""0588"", ""agv_2"": ""0538"", ""agv_3"": ""2884"", ""agv_4"": ""2231"", ""agv_5"": ""2393"", ""agv_6"": ""2321"", ""agv_7"": ""2931"", ""agv_8"": ""2433"", ""agv_9"": ""2461""}","{""agv_0"": ""0398"", ""agv_1"": ""2697"", ""agv_2"": ""2437"", ""agv_3"": ""0022"", ""agv_4"": ""2293"", ""agv_5"": ""0256"", ""agv_6"": ""2743"", ""agv_7"": ""2224"", ""agv_8"": ""2581"", ""agv_9"": ""0206""}","{""assignment"": ""fixed_agent_goal_pairs"", ""baseline_note"": ""graph-native prioritized planning in default agent order"", ""external_backend_enabled"": false}"
priority_search,0,10,True,1.0,priority_search,,85,85,75900.0,1.0,627,223,117.6470588235294,0,0.0,0.0206017000018619,0.0206017000018619,"{""agv_0"": ""2844"", ""agv_1"": ""0588"", ""agv_2"": ""0538"", ""agv_3"": ""2884"", ""agv_4"": ""2231"", ""agv_5"": ""2393"", ""agv_6"": ""2321"", ""agv_7"": ""2931"", ""agv_8"": ""2433"", ""agv_9"": ""2461""}","{""agv_0"": ""0398"", ""agv_1"": ""2697"", ""agv_2"": ""2437"", ""agv_3"": ""0022"", ""agv_4"": ""2293"", ""agv_5"": ""0256"", ""agv_6"": ""2743"", ""agv_7"": ""2224"", ""agv_8"": ""2581"", ""agv_9"": ""0206""}","{""base_solver"": ""prioritized_graph_astar"", ""baseline_note"": ""multi-order prioritized planning; full PBS constraint tree deferred"", ""orders_tried"": 1, ""priority_order"": [""agv_0"", ""agv_1"", ""agv_2"", ""agv_3"", ""agv_4"", ""agv_5"", ""agv_6"", ""agv_7"", ""agv_8"", ""agv_9""]}"
hungarian_prioritized_planning,0,10,False,0.0,prioritized_graph_astar,prioritized_block,0,74,65900.0,inf,0,0,0.0,0,0.0002018999948631972,0.10964019999664742,0.10984209999151062,"{""agv_0"": ""2844"", ""agv_1"": ""0588"", ""agv_2"": ""0538"", ""agv_3"": ""2884"", ""agv_4"": ""2231"", ""agv_5"": ""2393"", ""agv_6"": ""2321"", ""agv_7"": ""2931"", ""agv_8"": ""2433"", ""agv_9"": ""2461""}","{""agv_0"": ""2743"", ""agv_1"": ""0206"", ""agv_2"": ""0256"", ""agv_3"": ""2437"", ""agv_4"": ""0022"", ""agv_5"": ""2224"", ""agv_6"": ""0398"", ""agv_7"": ""2697"", ""agv_8"": ""2293"", ""agv_9"": ""2581""}","{""assigned_agents"": 10, ""assignment"": ""hungarian_goal"", ""baseline_note"": ""Hungarian assignment + graph-native prioritized planning"", ""external_backend_enabled"": false, ""failed_agent"": ""agv_5"", ""failure_subtype"": ""prioritized_block""}"
fifo_nearest_prioritized_planning,0,10,False,0.0,prioritized_graph_astar,prioritized_block,0,81,72700.0,inf,0,0,0.0,0,6.140000186860561e-05,0.1047588000074029,0.1048202000092715,"{""agv_0"": ""2844"", ""agv_1"": ""0588"", ""agv_2"": ""0538"", ""agv_3"": ""2884"", ""agv_4"": ""2231"", ""agv_5"": ""2393"", ""agv_6"": ""2321"", ""agv_7"": ""2931"", ""agv_8"": ""2433"", ""agv_9"": ""2461""}","{""agv_0"": ""2437"", ""agv_1"": ""2293"", ""agv_2"": ""0398"", ""agv_3"": ""2743"", ""agv_4"": ""0022"", ""agv_5"": ""2581"", ""agv_6"": ""0256"", ""agv_7"": ""2224"", ""agv_8"": ""0206"", ""agv_9"": ""2697""}","{""assigned_agents"": 10, ""assignment"": ""fifo_nearest_goal"", ""baseline_note"": ""FIFO-nearest assignment + graph-native prioritized planning"", ""external_backend_enabled"": false, ""failed_agent"": ""agv_5"", ""failure_subtype"": ""prioritized_block""}"
opentcs_default_emulator,0,10,False,0.0,opentcs_default_emulator,timeout,512,92,80900.0,inf,304,4816,0.0,0,7.480000203941017e-05,0.016293400010908954,0.016368200012948364,"{""agv_0"": ""2844"", ""agv_1"": ""0588"", ""agv_2"": ""0538"", ""agv_3"": ""2884"", ""agv_4"": ""2231"", ""agv_5"": ""2393"", ""agv_6"": ""2321"", ""agv_7"": ""2931"", ""agv_8"": ""2433"", ""agv_9"": ""2461""}","{""agv_0"": ""2743"", ""agv_1"": ""0206"", ""agv_2"": ""0256"", ""agv_3"": ""2224"", ""agv_4"": ""0022"", ""agv_5"": ""0398"", ""agv_6"": ""2293"", ""agv_7"": ""2581"", ""agv_8"": ""2437"", ""agv_9"": ""2697""}","{""assigned_agents"": 10, ""assignment"": ""opentcs_default_dispatcher_vehicle_first_cost_greedy"", ""blocked_move_requests"": 1449, ""deadlock_recovery"": ""not_emulated"", ""emulation_scope"": ""dispatcher_router_scheduler"", ""queued_retries"": 1446, ""routes"": {""agv_0"": 27, ""agv_1"": 26, ""agv_2"": 26, ""agv_3"": 41, ""agv_4"": 16, ""agv_5"": 69, ""agv_6"": 63, ""agv_7"": 48, ""agv_8"": 92, ""agv_9"": 33}, ""routing"": ""individual_shortest_path_distance"", ""scheduler"": ""queued_resource_allocator_emulator"", ""timed_out"": true}"
prioritized_planning_default_order,1,10,True,1.0,prioritized_graph_astar,,86,86,75400.0,1.0,540,320,116.27906976744185,0,0.0,0.012694700009888038,0.012694700009888038,"{""agv_0"": ""0513"", ""agv_1"": ""2456"", ""agv_2"": ""0043"", ""agv_3"": ""0545"", ""agv_4"": ""0356"", ""agv_5"": ""2607"", ""agv_6"": ""2057"", ""agv_7"": ""2892"", ""agv_8"": ""0273"", ""agv_9"": ""0925""}","{""agv_0"": ""2890"", ""agv_1"": ""2231"", ""agv_2"": ""2780"", ""agv_3"": ""2708"", ""agv_4"": ""0197"", ""agv_5"": ""2722"", ""agv_6"": ""0595"", ""agv_7"": ""0724"", ""agv_8"": ""0525"", ""agv_9"": ""2303""}","{""assignment"": ""fixed_agent_goal_pairs"", ""baseline_note"": ""graph-native prioritized planning in default agent order"", ""external_backend_enabled"": false}"
priority_search,1,10,True,1.0,priority_search,,86,86,75400.0,1.0,540,320,116.27906976744185,0,0.0,0.01832719999947585,0.01832719999947585,"{""agv_0"": ""0513"", ""agv_1"": ""2456"", ""agv_2"": ""0043"", ""agv_3"": ""0545"", ""agv_4"": ""0356"", ""agv_5"": ""2607"", ""agv_6"": ""2057"", ""agv_7"": ""2892"", ""agv_8"": ""0273"", ""agv_9"": ""0925""}","{""agv_0"": ""2890"", ""agv_1"": ""2231"", ""agv_2"": ""2780"", ""agv_3"": ""2708"", ""agv_4"": ""0197"", ""agv_5"": ""2722"", ""agv_6"": ""0595"", ""agv_7"": ""0724"", ""agv_8"": ""0525"", ""agv_9"": ""2303""}","{""base_solver"": ""prioritized_graph_astar"", ""baseline_note"": ""multi-order prioritized planning; full PBS constraint tree deferred"", ""orders_tried"": 1, ""priority_order"": [""agv_0"", ""agv_1"", ""agv_2"", ""agv_3"", ""agv_4"", ""agv_5"", ""agv_6"", ""agv_7"", ""agv_8"", ""agv_9""]}"
hungarian_prioritized_planning,1,10,True,1.0,prioritized_graph_astar,,81,81,73750.0,1.0,342,468,123.45679012345678,0,0.00015719998918939382,0.01080530000035651,0.010962499989545904,"{""agv_0"": ""0513"", ""agv_1"": ""2456"", ""agv_2"": ""0043"", ""agv_3"": ""0545"", ""agv_4"": ""0356"", ""agv_5"": ""2607"", ""agv_6"": ""2057"", ""agv_7"": ""2892"", ""agv_8"": ""0273"", ""agv_9"": ""0925""}","{""agv_0"": ""0525"", ""agv_1"": ""2303"", ""agv_2"": ""2708"", ""agv_3"": ""0595"", ""agv_4"": ""2231"", ""agv_5"": ""2890"", ""agv_6"": ""2780"", ""agv_7"": ""2722"", ""agv_8"": ""0197"", ""agv_9"": ""0724""}","{""assigned_agents"": 10, ""assignment"": ""hungarian_goal"", ""baseline_note"": ""Hungarian assignment + graph-native prioritized planning"", ""external_backend_enabled"": false}"
fifo_nearest_prioritized_planning,1,10,True,1.0,prioritized_graph_astar,,59,59,53900.0,1.0,382,208,169.4915254237288,0,5.60000044060871e-05,0.007857699994929135,0.007913699999335222,"{""agv_0"": ""0513"", ""agv_1"": ""2456"", ""agv_2"": ""0043"", ""agv_3"": ""0545"", ""agv_4"": ""0356"", ""agv_5"": ""2607"", ""agv_6"": ""2057"", ""agv_7"": ""2892"", ""agv_8"": ""0273"", ""agv_9"": ""0925""}","{""agv_0"": ""0595"", ""agv_1"": ""2231"", ""agv_2"": ""0724"", ""agv_3"": ""0197"", ""agv_4"": ""0525"", ""agv_5"": ""2708"", ""agv_6"": ""2890"", ""agv_7"": ""2780"", ""agv_8"": ""2303"", ""agv_9"": ""2722""}","{""assigned_agents"": 10, ""assignment"": ""fifo_nearest_goal"", ""baseline_note"": ""FIFO-nearest assignment + graph-native prioritized planning"", ""external_backend_enabled"": false}"
opentcs_default_emulator,1,10,False,0.0,opentcs_default_emulator,timeout,512,71,63950.0,inf,366,4754,0.0,0,6.210000719875097e-05,0.014966499991714954,0.015028599998913705,"{""agv_0"": ""0513"", ""agv_1"": ""2456"", ""agv_2"": ""0043"", ""agv_3"": ""0545"", ""agv_4"": ""0356"", ""agv_5"": ""2607"", ""agv_6"": ""2057"", ""agv_7"": ""2892"", ""agv_8"": ""0273"", ""agv_9"": ""0925""}","{""agv_0"": ""0525"", ""agv_1"": ""2231"", ""agv_2"": ""0595"", ""agv_3"": ""0724"", ""agv_4"": ""0197"", ""agv_5"": ""2722"", ""agv_6"": ""2780"", ""agv_7"": ""2890"", ""agv_8"": ""2303"", ""agv_9"": ""2708""}","{""assigned_agents"": 10, ""assignment"": ""opentcs_default_dispatcher_vehicle_first_cost_greedy"", ""blocked_move_requests"": 977, ""deadlock_recovery"": ""not_emulated"", ""emulation_scope"": ""dispatcher_router_scheduler"", ""queued_retries"": 972, ""routes"": {""agv_0"": 17, ""agv_1"": 35, ""agv_2"": 33, ""agv_3"": 39, ""agv_4"": 58, ""agv_5"": 26, ""agv_6"": 10, ""agv_7"": 38, ""agv_8"": 59, ""agv_9"": 71}, ""routing"": ""individual_shortest_path_distance"", ""scheduler"": ""queued_resource_allocator_emulator"", ""timed_out"": true}"
prioritized_planning_default_order,2,10,True,1.0,prioritized_graph_astar,,74,74,67600.0,1.0,523,217,135.13513513513513,0,0.0,0.008960499995737337,0.008960499995737337,"{""agv_0"": ""0415"", ""agv_1"": ""2724"", ""agv_2"": ""0434"", ""agv_3"": ""0527"", ""agv_4"": ""0576"", ""agv_5"": ""2961"", ""agv_6"": ""2800"", ""agv_7"": ""0281"", ""agv_8"": ""2695"", ""agv_9"": ""2316""}","{""agv_0"": ""0549"", ""agv_1"": ""0227"", ""agv_2"": ""0625"", ""agv_3"": ""2380"", ""agv_4"": ""2480"", ""agv_5"": ""2576"", ""agv_6"": ""0305"", ""agv_7"": ""0726"", ""agv_8"": ""2698"", ""agv_9"": ""2030""}","{""assignment"": ""fixed_agent_goal_pairs"", ""baseline_note"": ""graph-native prioritized planning in default agent order"", ""external_backend_enabled"": false}"
priority_search,2,10,True,1.0,priority_search,,74,74,67600.0,1.0,523,217,135.13513513513513,0,0.0,0.013373399997362867,0.013373399997362867,"{""agv_0"": ""0415"", ""agv_1"": ""2724"", ""agv_2"": ""0434"", ""agv_3"": ""0527"", ""agv_4"": ""0576"", ""agv_5"": ""2961"", ""agv_6"": ""2800"", ""agv_7"": ""0281"", ""agv_8"": ""2695"", ""agv_9"": ""2316""}","{""agv_0"": ""0549"", ""agv_1"": ""0227"", ""agv_2"": ""0625"", ""agv_3"": ""2380"", ""agv_4"": ""2480"", ""agv_5"": ""2576"", ""agv_6"": ""0305"", ""agv_7"": ""0726"", ""agv_8"": ""2698"", ""agv_9"": ""2030""}","{""base_solver"": ""prioritized_graph_astar"", ""baseline_note"": ""multi-order prioritized planning; full PBS constraint tree deferred"", ""orders_tried"": 1, ""priority_order"": [""agv_0"", ""agv_1"", ""agv_2"", ""agv_3"", ""agv_4"", ""agv_5"", ""agv_6"", ""agv_7"", ""agv_8"", ""agv_9""]}"
hungarian_prioritized_planning,2,10,True,1.0,prioritized_graph_astar,,68,68,58300.0,1.0,323,357,147.05882352941177,0,0.00014170000213198364,0.007847899993066676,0.00798959999519866,"{""agv_0"": ""0415"", ""agv_1"": ""2724"", ""agv_2"": ""0434"", ""agv_3"": ""0527"", ""agv_4"": ""0576"", ""agv_5"": ""2961"", ""agv_6"": ""2800"", ""agv_7"": ""0281"", ""agv_8"": ""2695"", ""agv_9"": ""2316""}","{""agv_0"": ""0227"", ""agv_1"": ""2480"", ""agv_2"": ""0305"", ""agv_3"": ""2030"", ""agv_4"": ""0726"", ""agv_5"": ""2380"", ""agv_6"": ""2698"", ""agv_7"": ""0625"", ""agv_8"": ""2576"", ""agv_9"": ""0549""}","{""assigned_agents"": 10, ""assignment"": ""hungarian_goal"", ""baseline_note"": ""Hungarian assignment + graph-native prioritized planning"", ""external_backend_enabled"": false}"
fifo_nearest_prioritized_planning,2,10,True,1.0,prioritized_graph_astar,,78,78,70700.0,1.0,355,425,128.2051282051282,0,5.780000356025994e-05,0.00812660000519827,0.00818440000875853,"{""agv_0"": ""0415"", ""agv_1"": ""2724"", ""agv_2"": ""0434"", ""agv_3"": ""0527"", ""agv_4"": ""0576"", ""agv_5"": ""2961"", ""agv_6"": ""2800"", ""agv_7"": ""0281"", ""agv_8"": ""2695"", ""agv_9"": ""2316""}","{""agv_0"": ""0227"", ""agv_1"": ""2480"", ""agv_2"": ""0726"", ""agv_3"": ""0549"", ""agv_4"": ""0625"", ""agv_5"": ""2030"", ""agv_6"": ""2698"", ""agv_7"": ""0305"", ""agv_8"": ""2576"", ""agv_9"": ""2380""}","{""assigned_agents"": 10, ""assignment"": ""fifo_nearest_goal"", ""baseline_note"": ""FIFO-nearest assignment + graph-native prioritized planning"", ""external_backend_enabled"": false}"
opentcs_default_emulator,2,10,True,1.0,opentcs_default_emulator,,60,60,50850.0,1.0,355,245,166.66666666666666,0,6.50999863864854e-05,0.002155999987735413,0.0022210999741218984,"{""agv_0"": ""0415"", ""agv_1"": ""2724"", ""agv_2"": ""0434"", ""agv_3"": ""0527"", ""agv_4"": ""0576"", ""agv_5"": ""2961"", ""agv_6"": ""2800"", ""agv_7"": ""0281"", ""agv_8"": ""2695"", ""agv_9"": ""2316""}","{""agv_0"": ""0227"", ""agv_1"": ""2480"", ""agv_2"": ""0305"", ""agv_3"": ""0549"", ""agv_4"": ""0726"", ""agv_5"": ""2576"", ""agv_6"": ""2698"", ""agv_7"": ""2030"", ""agv_8"": ""2380"", ""agv_9"": ""0625""}","{""assigned_agents"": 10, ""assignment"": ""opentcs_default_dispatcher_vehicle_first_cost_greedy"", ""blocked_move_requests"": 0, ""deadlock_recovery"": ""not_emulated"", ""emulation_scope"": ""dispatcher_router_scheduler"", ""queued_retries"": 0, ""routes"": {""agv_0"": 21, ""agv_1"": 19, ""agv_2"": 44, ""agv_3"": 18, ""agv_4"": 15, ""agv_5"": 45, ""agv_6"": 40, ""agv_7"": 41, ""agv_8"": 60, ""agv_9"": 52}, ""routing"": ""individual_shortest_path_distance"", ""scheduler"": ""queued_resource_allocator_emulator"", ""timed_out"": false}"
prioritized_planning_default_order,3,10,False,0.0,prioritized_graph_astar,prioritized_block,0,91,80300.0,inf,0,0,0.0,0,0.0,1.5064738999935798,1.5064738999935798,"{""agv_0"": ""2687"", ""agv_1"": ""2676"", ""agv_2"": ""0405"", ""agv_3"": ""2009"", ""agv_4"": ""0495"", ""agv_5"": ""2071"", ""agv_6"": ""0271"", ""agv_7"": ""0535"", ""agv_8"": ""0622"", ""agv_9"": ""2416""}","{""agv_0"": ""2526"", ""agv_1"": ""0402"", ""agv_2"": ""0182"", ""agv_3"": ""0314"", ""agv_4"": ""2591"", ""agv_5"": ""2776"", ""agv_6"": ""0204"", ""agv_7"": ""0379"", ""agv_8"": ""2350"", ""agv_9"": ""0284""}","{""assignment"": ""fixed_agent_goal_pairs"", ""baseline_note"": ""graph-native prioritized planning in default agent order"", ""external_backend_enabled"": false, ""failed_agent"": ""agv_9"", ""failure_subtype"": ""prioritized_block""}"
priority_search,3,10,True,1.0,priority_search,,91,91,80300.0,1.0,434,476,109.89010989010988,0,0.0,1.65150910000375,1.65150910000375,"{""agv_0"": ""2687"", ""agv_1"": ""2676"", ""agv_2"": ""0405"", ""agv_3"": ""2009"", ""agv_4"": ""0495"", ""agv_5"": ""2071"", ""agv_6"": ""0271"", ""agv_7"": ""0535"", ""agv_8"": ""0622"", ""agv_9"": ""2416""}","{""agv_0"": ""2526"", ""agv_1"": ""0402"", ""agv_2"": ""0182"", ""agv_3"": ""0314"", ""agv_4"": ""2591"", ""agv_5"": ""2776"", ""agv_6"": ""0204"", ""agv_7"": ""0379"", ""agv_8"": ""2350"", ""agv_9"": ""0284""}","{""base_solver"": ""prioritized_graph_astar"", ""baseline_note"": ""multi-order prioritized planning; full PBS constraint tree deferred"", ""orders_tried"": 2, ""priority_order"": [""agv_1"", ""agv_2"", ""agv_9"", ""agv_8"", ""agv_4"", ""agv_7"", ""agv_5"", ""agv_3"", ""agv_6"", ""agv_0""]}"
hungarian_prioritized_planning,3,10,False,0.0,prioritized_graph_astar,prioritized_block,0,44,38700.0,inf,0,0,0.0,0,0.0001677999971434474,2.112314099998912,2.1124818999960553,"{""agv_0"": ""2687"", ""agv_1"": ""2676"", ""agv_2"": ""0405"", ""agv_3"": ""2009"", ""agv_4"": ""0495"", ""agv_5"": ""2071"", ""agv_6"": ""0271"", ""agv_7"": ""0535"", ""agv_8"": ""0622"", ""agv_9"": ""2416""}","{""agv_0"": ""2526"", ""agv_1"": ""2591"", ""agv_2"": ""0204"", ""agv_3"": ""0284"", ""agv_4"": ""0314"", ""agv_5"": ""2776"", ""agv_6"": ""0402"", ""agv_7"": ""0182"", ""agv_8"": ""0379"", ""agv_9"": ""2350""}","{""assigned_agents"": 10, ""assignment"": ""hungarian_goal"", ""baseline_note"": ""Hungarian assignment + graph-native prioritized planning"", ""external_backend_enabled"": false, ""failed_agent"": ""agv_4"", ""failure_subtype"": ""prioritized_block""}"
fifo_nearest_prioritized_planning,3,10,True,1.0,prioritized_graph_astar,,56,56,52550.0,1.0,320,240,178.57142857142858,0,6.399999256245792e-05,0.0100215999991633,0.010085599991725758,"{""agv_0"": ""2687"", ""agv_1"": ""2676"", ""agv_2"": ""0405"", ""agv_3"": ""2009"", ""agv_4"": ""0495"", ""agv_5"": ""2071"", ""agv_6"": ""0271"", ""agv_7"": ""0535"", ""agv_8"": ""0622"", ""agv_9"": ""2416""}","{""agv_0"": ""2591"", ""agv_1"": ""2526"", ""agv_2"": ""0284"", ""agv_3"": ""0314"", ""agv_4"": ""2776"", ""agv_5"": ""0182"", ""agv_6"": ""0402"", ""agv_7"": ""0204"", ""agv_8"": ""0379"", ""agv_9"": ""2350""}","{""assigned_agents"": 10, ""assignment"": ""fifo_nearest_goal"", ""baseline_note"": ""FIFO-nearest assignment + graph-native prioritized planning"", ""external_backend_enabled"": false}"
opentcs_default_emulator,3,10,False,0.0,opentcs_default_emulator,timeout,512,87,77950.0,inf,328,4792,0.0,0,6.95999915478751e-05,0.015197799992165528,0.015267399983713403,"{""agv_0"": ""2687"", ""agv_1"": ""2676"", ""agv_2"": ""0405"", ""agv_3"": ""2009"", ""agv_4"": ""0495"", ""agv_5"": ""2071"", ""agv_6"": ""0271"", ""agv_7"": ""0535"", ""agv_8"": ""0622"", ""agv_9"": ""2416""}","{""agv_0"": ""2526"", ""agv_1"": ""0182"", ""agv_2"": ""0204"", ""agv_3"": ""0284"", ""agv_4"": ""0314"", ""agv_5"": ""2776"", ""agv_6"": ""0402"", ""agv_7"": ""0379"", ""agv_8"": ""2350"", ""agv_9"": ""2591""}","{""assigned_agents"": 10, ""assignment"": ""opentcs_default_dispatcher_vehicle_first_cost_greedy"", ""blocked_move_requests"": 485, ""deadlock_recovery"": ""not_emulated"", ""emulation_scope"": ""dispatcher_router_scheduler"", ""queued_retries"": 484, ""routes"": {""agv_0"": 17, ""agv_1"": 31, ""agv_2"": 27, ""agv_3"": 15, ""agv_4"": 31, ""agv_5"": 19, ""agv_6"": 14, ""agv_7"": 36, ""agv_8"": 55, ""agv_9"": 87}, ""routing"": ""individual_shortest_path_distance"", ""scheduler"": ""queued_resource_allocator_emulator"", ""timed_out"": true}"
prioritized_planning_default_order,4,10,False,0.0,prioritized_graph_astar,prioritized_block,0,100,89550.0,inf,0,0,0.0,0,0.0,0.8006935000012163,0.8006935000012163,"{""agv_0"": ""2685"", ""agv_1"": ""0265"", ""agv_2"": ""2565"", ""agv_3"": ""2790"", ""agv_4"": ""2876"", ""agv_5"": ""2504"", ""agv_6"": ""0398"", ""agv_7"": ""2930"", ""agv_8"": ""2232"", ""agv_9"": ""2392""}","{""agv_0"": ""2425"", ""agv_1"": ""0680"", ""agv_2"": ""0558"", ""agv_3"": ""0459"", ""agv_4"": ""2295"", ""agv_5"": ""2352"", ""agv_6"": ""2034"", ""agv_7"": ""2877"", ""agv_8"": ""2976"", ""agv_9"": ""2922""}","{""assignment"": ""fixed_agent_goal_pairs"", ""baseline_note"": ""graph-native prioritized planning in default agent order"", ""external_backend_enabled"": false, ""failed_agent"": ""agv_9"", ""failure_subtype"": ""prioritized_block""}"
priority_search,4,10,True,1.0,priority_search,,100,100,89550.0,1.0,607,393,100.0,0,0.0,0.8484848999942187,0.8484848999942187,"{""agv_0"": ""2685"", ""agv_1"": ""0265"", ""agv_2"": ""2565"", ""agv_3"": ""2790"", ""agv_4"": ""2876"", ""agv_5"": ""2504"", ""agv_6"": ""0398"", ""agv_7"": ""2930"", ""agv_8"": ""2232"", ""agv_9"": ""2392""}","{""agv_0"": ""2425"", ""agv_1"": ""0680"", ""agv_2"": ""0558"", ""agv_3"": ""0459"", ""agv_4"": ""2295"", ""agv_5"": ""2352"", ""agv_6"": ""2034"", ""agv_7"": ""2877"", ""agv_8"": ""2976"", ""agv_9"": ""2922""}","{""base_solver"": ""prioritized_graph_astar"", ""baseline_note"": ""multi-order prioritized planning; full PBS constraint tree deferred"", ""orders_tried"": 2, ""priority_order"": [""agv_9"", ""agv_8"", ""agv_3"", ""agv_0"", ""agv_2"", ""agv_7"", ""agv_6"", ""agv_4"", ""agv_1"", ""agv_5""]}"
hungarian_prioritized_planning,4,10,True,1.0,prioritized_graph_astar,,52,52,49000.0,1.0,351,169,192.30769230769232,0,0.00016290000348817557,0.008870899997418746,0.009033800000906922,"{""agv_0"": ""2685"", ""agv_1"": ""0265"", ""agv_2"": ""2565"", ""agv_3"": ""2790"", ""agv_4"": ""2876"", ""agv_5"": ""2504"", ""agv_6"": ""0398"", ""agv_7"": ""2930"", ""agv_8"": ""2232"", ""agv_9"": ""2392""}","{""agv_0"": ""2295"", ""agv_1"": ""0459"", ""agv_2"": ""2425"", ""agv_3"": ""2877"", ""agv_4"": ""2976"", ""agv_5"": ""2034"", ""agv_6"": ""0680"", ""agv_7"": ""2922"", ""agv_8"": ""0558"", ""agv_9"": ""2352""}","{""assigned_agents"": 10, ""assignment"": ""hungarian_goal"", ""baseline_note"": ""Hungarian assignment + graph-native prioritized planning"", ""external_backend_enabled"": false}"
fifo_nearest_prioritized_planning,4,10,True,1.0,prioritized_graph_astar,,66,66,61850.0,1.0,423,237,151.51515151515153,0,5.709999823011458e-05,0.008847899996908382,0.008904999995138496,"{""agv_0"": ""2685"", ""agv_1"": ""0265"", ""agv_2"": ""2565"", ""agv_3"": ""2790"", ""agv_4"": ""2876"", ""agv_5"": ""2504"", ""agv_6"": ""0398"", ""agv_7"": ""2930"", ""agv_8"": ""2232"", ""agv_9"": ""2392""}","{""agv_0"": ""2922"", ""agv_1"": ""0680"", ""agv_2"": ""2295"", ""agv_3"": ""2034"", ""agv_4"": ""2877"", ""agv_5"": ""2425"", ""agv_6"": ""0459"", ""agv_7"": ""2976"", ""agv_8"": ""0558"", ""agv_9"": ""2352""}","{""assigned_agents"": 10, ""assignment"": ""fifo_nearest_goal"", ""baseline_note"": ""FIFO-nearest assignment + graph-native prioritized planning"", ""external_backend_enabled"": false}"
opentcs_default_emulator,4,10,True,1.0,opentcs_default_emulator,,73,73,62750.0,1.0,461,269,136.986301369863,0,6.710000161547214e-05,0.0030103999888524413,0.0030774999904679134,"{""agv_0"": ""2685"", ""agv_1"": ""0265"", ""agv_2"": ""2565"", ""agv_3"": ""2790"", ""agv_4"": ""2876"", ""agv_5"": ""2504"", ""agv_6"": ""0398"", ""agv_7"": ""2930"", ""agv_8"": ""2232"", ""agv_9"": ""2392""}","{""agv_0"": ""2295"", ""agv_1"": ""0558"", ""agv_2"": ""2922"", ""agv_3"": ""2877"", ""agv_4"": ""2976"", ""agv_5"": ""2352"", ""agv_6"": ""0680"", ""agv_7"": ""2425"", ""agv_8"": ""2034"", ""agv_9"": ""0459""}","{""assigned_agents"": 10, ""assignment"": ""opentcs_default_dispatcher_vehicle_first_cost_greedy"", ""blocked_move_requests"": 0, ""deadlock_recovery"": ""not_emulated"", ""emulation_scope"": ""dispatcher_router_scheduler"", ""queued_retries"": 0, ""routes"": {""agv_0"": 45, ""agv_1"": 32, ""agv_2"": 42, ""agv_3"": 39, ""agv_4"": 44, ""agv_5"": 33, ""agv_6"": 49, ""agv_7"": 65, ""agv_8"": 39, ""agv_9"": 73}, ""routing"": ""individual_shortest_path_distance"", ""scheduler"": ""queued_resource_allocator_emulator"", ""timed_out"": false}"
prioritized_planning_default_order,0,15,True,1.0,prioritized_graph_astar,,78,78,70100.0,1.0,741,429,192.30769230769232,0,0.0,0.02811430000292603,0.02811430000292603,"{""agv_0"": ""2573"", ""agv_1"": ""2688"", ""agv_10"": ""2494"", ""agv_11"": ""0536"", ""agv_12"": ""2874"", ""agv_13"": ""0022"", ""agv_14"": ""2703"", ""agv_2"": ""2430"", ""agv_3"": ""2311"", ""agv_4"": ""2635"", ""agv_5"": ""0585"", ""agv_6"": ""2921"", ""agv_7"": ""2217"", ""agv_8"": ""2834"", ""agv_9"": ""0704""}","{""agv_0"": ""2286"", ""agv_1"": ""0196"", ""agv_10"": ""2734"", ""agv_11"": ""0004"", ""agv_12"": ""2224"", ""agv_13"": ""0205"", ""agv_14"": ""2767"", ""agv_2"": ""2314"", ""agv_3"": ""2585"", ""agv_4"": ""0550"", ""agv_5"": ""0396"", ""agv_6"": ""2453"", ""agv_7"": ""0256"", ""agv_8"": ""2425"", ""agv_9"": ""2385""}","{""assignment"": ""fixed_agent_goal_pairs"", ""baseline_note"": ""graph-native prioritized planning in default agent order"", ""external_backend_enabled"": false}"
